Marital status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Previous qualification (grade),Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target
1,1,2,9500,1,1,140,1,1,19,7,7,129.9,1,0,0,1,0,0,18,0,0,7,8,7,12.92875,0,0,8,8,8,14.0625,0,15.5,2.8,-4.06,Dropout
1,1,2,9773,1,1,121,1,1,19,9,7,118.9,1,0,0,1,0,0,20,0,0,6,6,6,13.33333333,0,0,6,10,5,12.8,0,11.1,0.6,2.02,No dropout
1,1,3,9254,1,1,122,1,19,38,3,10,114.3,1,0,0,1,0,1,20,0,0,6,8,5,12.8,0,0,6,9,5,12.8,0,12.4,0.5,1.79,No dropout
1,18,1,9500,1,1,126,1,38,37,5,5,114.8,1,0,0,1,0,0,20,0,0,8,8,7,14.40285714,0,0,8,8,7,14.40285714,0,10.8,1.4,1.74,No dropout
1,1,4,9500,1,1,135,1,37,37,9,8,123,1,0,0,1,0,1,18,0,0,8,8,7,13.38142857,0,0,8,8,7,13.38142857,0,10.8,1.4,1.74,No dropout
1,1,2,9500,1,1,131,1,19,19,7,5,122.1,1,0,0,1,0,0,18,0,0,7,8,7,14.13125,0,0,8,8,8,13.98375,0,15.5,2.8,-4.06,No dropout
1,17,4,9085,1,1,140,1,19,37,4,7,123.7,0,0,0,1,0,0,19,0,0,5,11,5,11.71428571,2,0,5,6,5,12.6,0,9.4,-0.8,-3.12,No dropout
1,1,3,9147,1,1,131,1,19,38,9,7,132.4,1,0,0,1,0,0,19,0,0,5,5,5,11.8,0,0,5,8,4,11.25,0,9.4,-0.8,-3.12,No dropout
2,39,1,8014,0,1,130,1,34,34,99,99,114.8,0,0,0,1,0,0,44,0,0,6,9,6,11.16666667,0,1,6,15,2,11,1,7.6,2.6,0.32,No dropout
1,7,1,9003,1,3,130,1,38,37,5,6,130,0,0,0,1,0,0,32,0,0,6,7,0,0,0,0,6,6,0,0,0,12.4,0.5,1.79,Dropout
1,43,1,9853,1,1,140,1,37,19,9,8,122.3,0,0,0,1,0,0,22,0,0,6,9,5,13.6,0,0,6,8,5,12,0,12.7,3.7,-1.7,Dropout
2,39,1,9003,1,1,130,1,1,19,4,9,152.4,1,0,0,1,0,0,36,0,4,12,14,12,13.84615385,0,5,12,18,11,14.09090909,0,8.9,1.4,3.51,No dropout
1,17,1,9773,1,1,125,1,37,37,5,7,120.1,0,0,0,1,0,1,18,0,0,6,7,6,12.5,0,0,6,8,6,13.33333333,0,16.2,0.3,-0.92,No dropout
1,1,1,9130,1,1,160,1,3,3,3,2,155.1,1,0,0,1,0,0,20,0,0,5,5,5,16.4,0,0,5,5,5,14.6,0,12.7,3.7,-1.7,No dropout
1,51,1,9070,1,1,130,1,19,19,5,7,124.5,0,0,0,1,0,1,20,0,5,11,11,11,13.81818182,0,5,11,11,11,13.45454545,0,11.1,0.6,2.02,No dropout
1,17,1,9238,1,1,144,1,3,1,2,3,126.9,0,0,0,1,0,0,19,0,0,6,8,5,10.6,0,0,6,11,4,10.5,0,15.5,2.8,-4.06,No dropout
1,39,1,9147,1,19,133.1,1,3,1,3,5,153.2,1,0,1,1,0,0,24,0,0,5,8,5,10.2,0,0,5,6,5,12.2,0,12.4,0.5,1.79,No dropout
1,17,1,9238,1,1,148,1,1,1,4,9,129.8,0,0,0,1,0,0,20,0,0,6,11,5,10.6,0,0,6,11,4,10.4,0,15.5,2.8,-4.06,No dropout
1,43,1,8014,0,1,133.1,1,3,3,2,3,135,0,0,0,1,0,0,27,0,7,10,10,9,11.44444444,0,4,11,11,5,10.8,0,10.8,1.4,1.74,Dropout
1,1,1,9853,1,1,133,1,1,38,5,10,131.3,1,0,0,1,0,0,20,0,0,6,9,5,14.33333333,0,4,8,8,8,12.625,0,15.5,2.8,-4.06,No dropout
1,43,6,9238,1,1,129,1,34,34,0,0,125.2,0,0,0,1,0,1,23,0,15,16,18,16,13,0,11,13,15,13,13.26666667,0,9.4,-0.8,-3.12,No dropout
1,1,5,9500,1,1,144,1,19,38,4,8,141.3,1,0,0,1,0,1,18,0,0,8,9,8,13.31,1,0,8,9,8,13.31,1,9.4,-0.8,-3.12,No dropout
1,17,1,9238,1,1,120,1,37,37,4,9,117.1,1,0,0,1,0,1,18,0,0,6,10,5,10.57142857,1,0,6,9,5,12.2,0,12.7,3.7,-1.7,No dropout
1,17,3,9500,1,1,144,1,1,37,9,9,126.5,1,0,0,1,0,1,20,0,0,8,8,7,13.48714286,0,0,8,8,7,13.48714286,0,10.8,1.4,1.74,No dropout
1,1,1,9254,1,1,132,1,19,38,9,7,120.1,0,0,0,1,0,1,20,0,0,6,6,6,12.33333333,0,0,6,7,6,11.83333333,0,13.9,-0.3,0.79,No dropout
1,1,1,9670,1,1,142,1,38,19,7,10,128.4,0,0,0,1,0,0,23,0,0,6,11,6,11.875,0,0,6,9,5,12.83333333,0,11.1,0.6,2.02,Dropout
1,1,2,9500,1,1,136,1,19,19,9,9,140,1,0,0,1,0,0,20,0,0,7,7,6,13.96666667,0,0,7,7,6,13.96666667,0,7.6,2.6,0.32,No dropout
1,39,1,9254,1,9,133.1,1,34,34,0,0,110,1,0,0,0,0,0,28,0,0,5,10,0,0,0,0,5,10,0,0,0,7.6,2.6,0.32,Dropout
1,1,1,9670,1,1,122,1,1,19,3,5,116.8,1,0,0,1,0,0,21,0,0,5,8,4,11.5,0,0,5,5,5,12.8,0,7.6,2.6,0.32,No dropout
1,1,2,9556,1,1,133.1,1,19,19,9,9,104.5,1,0,0,1,0,0,21,0,0,2,2,2,12.5,0,0,7,0,0,0,0,12.4,0.5,1.79,Dropout
1,7,1,9500,1,3,140,1,34,34,0,0,140,0,0,0,1,0,0,28,0,0,7,0,0,0,0,0,8,0,0,0,0,7.6,2.6,0.32,Dropout
1,1,1,9500,1,1,117,1,3,1,3,3,113.2,0,1,0,1,0,0,18,0,0,7,10,6,11.98,0,0,8,11,7,13.225,0,16.2,0.3,-0.92,No dropout
1,17,1,9238,1,1,128,1,38,19,191,175,118.6,1,0,0,1,0,1,21,0,0,6,8,5,13.2,0,0,6,7,5,11.8,0,8.9,1.4,3.51,No dropout
1,1,1,9500,1,1,136,1,1,1,4,4,123.8,0,0,0,1,0,0,19,0,0,7,10,6,11.61428571,0,0,8,8,8,14.0375,0,13.9,-0.3,0.79,No dropout
1,18,6,9500,1,1,141,1,1,19,1,1,126.7,1,0,0,1,0,1,18,0,0,8,8,7,14.31428571,0,0,8,8,7,14.31428571,0,12.7,3.7,-1.7,No dropout
1,1,3,9500,1,1,130,1,3,1,2,5,133.8,0,0,0,1,0,0,19,0,0,7,0,0,0,0,0,8,0,0,0,0,7.6,2.6,0.32,Dropout
1,44,1,9085,1,39,140,1,38,38,9,7,140,0,0,0,1,0,0,20,0,2,6,9,6,12.66666667,0,1,6,12,2,13,0,13.9,-0.3,0.79,No dropout
1,1,3,9500,1,1,102,1,1,19,9,5,100.6,1,0,0,1,0,1,20,0,0,7,9,6,12.76666667,0,0,8,10,7,12.12857143,0,12.4,0.5,1.79,No dropout
1,17,1,9853,1,1,126,1,1,37,7,9,132.7,0,0,0,1,0,1,18,0,0,6,7,6,12.66666667,0,0,6,7,5,12.2,0,10.8,1.4,1.74,No dropout
1,43,2,9670,1,1,125,1,38,19,4,3,106.6,1,0,0,1,0,0,20,0,4,6,7,6,11.5,0,0,6,10,4,10.57142857,0,10.8,1.4,1.74,Dropout
1,39,1,9670,1,1,120,1,1,19,5,4,140.4,0,0,0,1,0,0,31,0,2,6,13,5,11.4,0,0,6,14,4,11.75,0,13.9,-0.3,0.79,Dropout
1,17,3,9500,1,1,132,1,37,37,9,7,128.3,1,0,0,1,0,1,19,0,0,7,8,7,14.70625,0,0,8,8,8,14.4775,0,15.5,2.8,-4.06,No dropout
1,1,3,9500,1,1,128,1,38,38,5,5,118.6,1,0,0,1,0,1,19,0,0,7,9,6,11.81428571,0,0,8,8,7,13.54285714,0,13.9,-0.3,0.79,No dropout
1,1,1,9070,1,1,115,1,19,1,3,8,123.4,0,0,0,1,0,0,23,0,1,6,8,6,13,1,0,6,8,6,11.875,0,13.9,-0.3,0.79,No dropout
1,1,1,9670,1,1,125,1,37,37,5,5,124,0,0,0,1,0,0,19,0,0,6,7,6,14.85714286,0,0,6,6,6,13.33333333,0,12.4,0.5,1.79,No dropout
1,1,6,9500,1,1,137,1,1,3,3,2,121.3,1,0,0,1,0,0,20,0,0,7,7,6,12.6,0,0,7,7,6,12.6,0,7.6,2.6,0.32,No dropout
1,1,1,9085,1,1,101,1,37,37,9,4,101,1,0,1,1,0,0,22,0,0,6,9,5,13.33333333,0,0,6,17,4,11.4,0,12.4,0.5,1.79,No dropout
1,1,1,9853,1,1,126,1,3,1,2,5,116.9,1,1,0,1,0,0,18,0,0,7,10,6,10.66666667,0,0,7,12,6,12.83333333,0,13.9,-0.3,0.79,No dropout
1,7,3,9130,1,3,130,1,19,37,90,5,130,0,0,1,0,0,0,27,0,1,5,6,2,11.5,0,0,5,5,1,11,0,12.7,3.7,-1.7,Dropout
1,39,1,9556,1,19,100,1,37,38,9,9,120,0,0,0,1,0,0,29,0,0,7,9,1,10,0,0,7,0,0,0,0,12.7,3.7,-1.7,Dropout
1,17,1,9254,1,1,122,1,1,19,4,3,130.4,1,0,0,1,0,0,18,0,0,6,10,5,11.8,0,0,6,10,5,12.2,0,11.1,0.6,2.02,No dropout
1,17,1,9070,1,1,126,1,19,38,9,7,118.7,0,0,0,1,0,0,18,0,0,6,7,5,11.8,0,0,6,6,6,12.66666667,0,16.2,0.3,-0.92,No dropout
1,17,1,9500,1,1,128,1,38,38,7,7,131.5,0,0,0,1,0,0,18,0,0,8,8,8,12.77125,0,0,8,8,8,12.77125,0,9.4,-0.8,-3.12,No dropout
1,17,3,9085,1,1,134,1,37,38,9,9,120.4,1,0,0,1,0,0,20,0,0,5,13,3,11.33333333,2,0,5,8,5,12.6,0,9.4,-0.8,-3.12,No dropout
1,17,2,9254,1,1,128,1,38,38,9,9,129.1,1,0,0,1,0,0,18,0,0,6,6,6,12.66666667,0,0,6,7,5,14.6,0,11.1,0.6,2.02,No dropout
1,1,1,9070,1,1,125,1,1,1,4,4,132,0,0,0,0,0,0,18,0,1,6,10,5,12.2,1,0,6,11,4,10.83333333,0,13.9,-0.3,0.79,No dropout
1,7,2,9085,1,3,130,1,3,3,1,1,130,0,0,0,0,0,0,28,0,0,5,9,1,12,1,0,4,10,0,0,4,10.8,1.4,1.74,Dropout
1,1,2,9500,1,1,135,1,37,1,7,7,132.8,1,0,0,1,0,1,18,0,0,8,12,7,11.72142857,0,0,8,12,7,11.72142857,0,12.7,3.7,-1.7,No dropout
1,39,1,9500,1,19,133.1,1,37,38,151,161,143.7,0,0,0,1,0,0,27,0,0,7,12,4,14,0,0,7,14,3,12.525,0,12.4,0.5,1.79,No dropout
1,39,1,33,1,1,140,1,3,1,2,4,152.8,0,0,0,1,0,0,26,0,0,7,9,7,14.75,0,0,7,12,5,13.8,3,16.2,0.3,-0.92,No dropout
1,1,2,9773,1,1,138,1,19,1,9,3,133.5,1,0,0,1,0,0,18,0,0,6,6,6,12.66666667,0,0,6,6,6,13.66666667,0,12.7,3.7,-1.7,No dropout
1,1,1,9130,1,1,150,1,5,5,2,2,146.2,0,0,0,1,0,0,18,0,0,5,12,4,13,2,0,5,6,5,14,0,9.4,-0.8,-3.12,Dropout
1,1,2,9147,1,1,125,1,1,19,4,6,115.2,0,1,0,1,0,0,21,0,0,5,6,0,0,0,0,5,5,0,0,0,15.5,2.8,-4.06,Dropout
1,1,2,9070,1,1,121,1,4,1,2,3,120.7,1,0,0,1,0,0,18,0,0,6,8,4,10.75,0,0,6,9,0,0,0,9.4,-0.8,-3.12,No dropout
2,39,1,8014,0,1,120,1,34,34,99,99,101.8,0,0,0,0,0,0,32,0,0,5,5,0,0,0,0,5,10,0,0,0,10.8,1.4,1.74,Dropout
1,39,2,9670,1,1,140,1,34,34,0,0,100,0,0,0,1,0,0,28,0,0,5,6,4,12.5,0,0,5,7,4,11.75,0,7.6,2.6,0.32,No dropout
1,39,1,9991,0,1,100,1,37,19,9,2,121.9,0,0,0,0,0,0,40,0,0,4,4,0,0,0,0,5,0,0,0,0,12.7,3.7,-1.7,Dropout
2,18,2,8014,0,1,140,1,37,37,9,10,120.4,0,0,1,0,0,0,39,0,0,5,5,0,0,0,0,4,4,0,0,0,9.4,-0.8,-3.12,Dropout
2,18,2,9238,1,1,140,1,37,37,9,10,120.4,0,0,1,0,0,0,39,0,0,6,0,0,0,0,0,6,0,0,0,0,9.4,-0.8,-3.12,Dropout
2,39,1,9003,1,1,120,1,37,19,9,4,148.8,0,0,0,1,0,0,50,0,0,6,7,6,12.5,0,0,6,15,5,12.4,0,8.9,1.4,3.51,No dropout
1,17,2,9853,1,1,138,1,1,1,9,4,123,1,0,0,1,0,0,23,0,0,6,10,5,12.8,0,0,6,9,3,11.66666667,0,10.8,1.4,1.74,Dropout
4,39,1,8014,0,19,133.1,1,34,34,0,0,100,0,0,0,1,0,0,48,0,0,6,11,1,10,0,0,6,11,1,11,0,9.4,-0.8,-3.12,Dropout
1,17,2,9853,1,1,118,1,37,37,9,9,112.1,1,0,0,1,0,0,23,0,0,6,11,4,11.25,0,0,6,10,5,10.2,0,7.6,2.6,0.32,Dropout
1,1,6,9500,1,1,135,1,37,1,5,5,126.8,1,0,0,1,0,1,18,0,0,8,8,7,12.61,0,0,8,8,7,12.61,0,10.8,1.4,1.74,No dropout
1,17,1,9130,1,1,130,1,3,19,2,9,115.9,0,0,0,1,0,0,18,0,0,5,14,2,12,2,0,5,6,5,12.6,0,9.4,-0.8,-3.12,No dropout
1,15,1,9238,1,1,150,26,3,37,2,8,132.5,1,0,0,0,0,0,20,1,0,6,9,5,13,0,0,6,7,6,13.5,0,13.9,-0.3,0.79,No dropout
1,18,3,9085,1,1,149,103,1,1,9,9,132.2,1,0,0,1,0,1,18,1,0,5,9,4,12,0,0,5,8,5,13,0,10.8,1.4,1.74,No dropout
1,1,1,9556,1,1,180,103,5,3,1,1,183.5,1,0,0,1,0,0,18,1,0,7,8,4,12,0,0,8,8,0,0,0,16.2,0.3,-0.92,Dropout
1,43,1,9119,1,1,133.1,1,1,1,9,3,136,0,0,0,1,1,0,31,0,0,5,12,1,12,0,0,5,9,1,11,4,16.2,0.3,-0.92,Dropout
1,39,1,9119,1,19,133.1,1,19,19,5,3,100.9,1,0,0,1,1,0,24,0,0,5,9,1,12,0,0,5,6,3,10.5,0,10.8,1.4,1.74,No dropout
1,39,1,171,1,1,145,1,3,1,2,10,114.5,1,0,0,1,1,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,9.4,-0.8,-3.12,No dropout
1,39,1,9147,1,1,110,1,37,37,9,9,110.3,0,0,1,0,1,0,26,0,0,5,5,0,0,0,0,5,9,0,0,0,10.8,1.4,1.74,Dropout
1,1,1,9130,1,1,154,1,3,3,2,2,137.2,1,0,1,1,1,0,18,0,0,6,11,5,13.625,0,0,6,9,4,11.75,0,16.2,0.3,-0.92,Dropout
1,17,1,9147,1,1,126,1,37,37,4,7,116.9,0,0,0,1,1,1,19,0,0,5,12,3,11.66666667,0,0,5,10,3,11.66666667,0,12.7,3.7,-1.7,No dropout
1,17,1,9670,1,1,133,1,19,37,9,8,121.8,1,0,0,1,1,0,22,0,0,6,0,0,0,0,0,6,0,0,0,0,13.9,-0.3,0.79,Dropout
1,1,2,9500,1,1,145,1,4,2,2,3,127.3,1,0,0,1,1,0,18,0,0,8,8,7,11.69,0,0,8,8,7,11.69,0,10.8,1.4,1.74,No dropout
1,44,1,9070,1,39,120,1,1,19,4,7,120,0,0,1,0,1,0,20,0,0,6,11,0,0,6,0,6,12,0,0,12,16.2,0.3,-0.92,Dropout
1,44,1,171,1,39,150,1,4,4,2,2,150,0,0,0,1,1,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,15.5,2.8,-4.06,No dropout
1,43,1,9991,0,1,150,1,3,3,4,4,100,1,0,0,1,1,0,24,0,0,5,10,4,11.5,0,0,5,11,5,11.28571429,0,13.9,-0.3,0.79,No dropout
1,39,1,9119,1,1,150,1,3,3,4,4,150,1,0,0,1,1,0,27,0,0,5,10,1,14,0,0,5,0,0,0,0,8.9,1.4,3.51,Dropout
1,17,1,9254,1,1,127,1,3,19,4,4,116.9,0,0,0,1,1,0,21,0,0,6,7,5,11,0,0,6,7,5,12.4,0,15.5,2.8,-4.06,No dropout
1,44,1,9003,1,39,140,1,19,38,3,9,140,1,0,0,1,1,0,21,0,0,6,7,6,12.85714286,0,0,6,6,6,13.16666667,0,12.4,0.5,1.79,No dropout
1,18,3,9773,1,1,128,1,19,1,9,9,122.1,1,0,0,1,1,0,19,0,0,6,9,4,12.5,0,0,6,6,6,11.33333333,0,10.8,1.4,1.74,Dropout
1,39,1,9500,1,1,127,1,19,19,5,5,160,0,0,0,1,1,0,28,0,0,7,7,7,14.52857143,0,0,8,11,8,15.01818182,0,16.2,0.3,-0.92,No dropout
1,1,1,9147,1,1,117,1,19,19,5,7,118.4,0,0,0,1,1,0,20,0,0,5,8,5,10,0,0,5,10,2,12,0,7.6,2.6,0.32,No dropout
1,44,1,9003,1,39,150,1,1,19,4,10,150,0,0,0,1,1,1,21,0,0,6,8,6,13,0,0,6,10,6,12.625,0,15.5,2.8,-4.06,No dropout
1,1,1,9500,1,1,154,1,1,1,5,3,144.9,0,0,0,1,1,1,18,0,0,7,7,7,15.95714286,0,0,8,9,8,15.18888889,0,16.2,0.3,-0.92,No dropout
1,17,2,9119,1,1,127,1,19,1,9,10,121.1,1,0,0,1,1,1,18,0,0,5,6,5,13.2,0,0,5,8,5,12.6,0,8.9,1.4,3.51,No dropout
1,1,2,9147,1,1,133,1,19,1,5,10,121.8,0,0,0,1,1,0,20,0,0,5,9,4,10.2,0,0,5,6,3,11,0,15.5,2.8,-4.06,No dropout
1,39,1,9119,1,40,120,1,1,1,5,10,146.8,0,0,0,1,1,0,25,0,2,5,6,5,14.2,0,1,5,5,2,13.5,0,16.2,0.3,-0.92,No dropout
1,1,1,9670,1,1,133.1,1,38,19,5,6,138,0,0,1,1,1,0,22,0,0,6,8,6,12.625,0,0,6,11,2,14.5,0,11.1,0.6,2.02,No dropout
1,1,1,9500,1,1,149,1,37,37,9,9,138,0,0,0,1,1,0,18,0,0,8,11,6,13.49666667,1,0,8,11,6,13.49666667,1,9.4,-0.8,-3.12,No dropout
1,17,2,9147,1,1,125,1,19,38,9,7,116.3,1,0,0,1,1,0,19,0,0,5,8,5,13.25,0,0,5,8,5,11,0,13.9,-0.3,0.79,No dropout
1,1,5,9119,1,1,126,1,12,19,4,5,122.5,1,0,0,1,1,0,19,0,0,5,12,3,12,0,0,5,10,3,12,0,12.4,0.5,1.79,Dropout
1,39,1,9773,1,19,133.1,1,19,1,7,9,115,1,0,1,0,1,0,25,0,0,6,10,4,13,0,0,6,9,4,13.75,0,12.7,3.7,-1.7,Dropout
1,43,1,9070,1,1,115,1,12,12,1,10,115,0,0,1,1,1,0,21,0,5,11,12,9,11.77777778,0,3,8,11,3,13.66666667,0,15.5,2.8,-4.06,Dropout
1,17,3,9119,1,1,117,1,1,2,3,2,119.8,1,0,0,1,1,0,19,0,0,5,10,2,11,0,0,6,10,0,0,0,11.1,0.6,2.02,Dropout
1,17,2,9147,1,1,133.1,1,1,1,4,4,95,0,0,0,1,1,0,20,0,0,5,14,0,0,0,0,5,5,0,0,0,11.1,0.6,2.02,Dropout
1,44,1,9003,1,39,150,1,3,2,2,2,150,0,0,0,1,1,0,25,0,9,14,16,14,12.42857143,0,3,9,13,6,10.85714286,0,15.5,2.8,-4.06,Dropout
1,17,1,9147,1,1,130,1,19,1,7,4,117.8,1,0,0,1,1,0,20,0,0,5,8,3,11,0,0,5,11,3,12,0,10.8,1.4,1.74,No dropout
1,1,1,171,1,1,161,1,37,37,9,9,144.2,1,0,0,1,1,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6,2.6,0.32,No dropout
1,44,1,9254,1,39,130,1,39,39,194,193,130,1,0,1,1,1,0,23,0,0,6,12,3,11.5,0,0,6,12,3,10.66666667,0,8.9,1.4,3.51,No dropout
1,42,1,9500,1,1,111,1,1,3,9,10,128.2,1,0,0,1,1,0,23,0,0,8,8,8,12.5075,0,0,8,8,8,12.5075,0,9.4,-0.8,-3.12,No dropout
1,53,1,9003,1,42,140,1,3,38,141,151,135.3,0,0,0,1,1,0,21,0,7,12,18,11,12.09090909,0,5,12,14,11,12,0,8.9,1.4,3.51,No dropout
1,1,1,9130,1,1,132,1,1,1,3,3,143.9,1,0,0,1,1,0,20,0,0,5,14,2,11,3,0,5,9,3,12.66666667,0,9.4,-0.8,-3.12,No dropout
1,39,1,9991,0,1,139,1,1,1,4,10,140.7,0,0,0,1,1,0,25,0,0,5,13,1,10,0,0,5,8,2,11.33333333,0,12.4,0.5,1.79,Dropout
1,1,1,9130,1,1,132,1,19,38,9,9,130.4,1,0,0,1,1,0,18,0,0,6,6,6,13.5,0,0,6,9,5,13.2,0,8.9,1.4,3.51,No dropout
1,1,6,9070,1,6,119,1,1,1,9,9,123.2,1,0,0,1,1,0,22,0,0,6,6,6,14.16666667,0,0,6,8,6,13.625,0,10.8,1.4,1.74,No dropout
1,39,1,9670,1,1,133.1,1,19,19,3,9,118,0,0,0,1,1,0,27,0,0,6,7,6,14,0,0,6,7,6,14.71428571,0,8.9,1.4,3.51,No dropout
1,39,1,9003,1,19,133.1,1,4,1,2,4,120,0,0,0,1,1,0,25,0,0,3,4,0,0,0,0,3,5,0,0,0,16.2,0.3,-0.92,Dropout
1,17,4,9119,1,1,129,1,34,36,0,5,118.9,1,0,0,1,1,0,18,0,0,5,9,3,11.66666667,0,0,5,10,3,11.33333333,4,7.6,2.6,0.32,Dropout
1,17,1,9085,1,1,128,1,38,19,8,8,117.2,0,0,0,1,1,0,20,0,0,5,7,5,14.6,1,0,5,5,5,14.2,0,12.7,3.7,-1.7,No dropout
1,39,1,9003,1,1,120,1,3,4,2,2,120,0,0,0,1,1,0,27,0,0,6,10,5,13,0,0,6,13,5,11.5,0,16.2,0.3,-0.92,No dropout
1,1,1,8014,0,1,130,1,1,1,9,9,118.1,0,0,0,1,1,0,20,0,0,6,7,6,12.16666667,0,0,6,9,6,12,0,7.6,2.6,0.32,No dropout
1,1,1,9147,1,1,130,1,38,37,9,9,124.8,1,0,0,1,1,0,22,0,0,5,9,0,0,0,0,5,5,1,12,0,7.6,2.6,0.32,Dropout
1,17,6,9119,1,1,111,1,19,3,5,10,106.5,1,0,0,1,1,0,19,0,0,5,10,3,10.5,0,0,5,11,3,10.8,0,12.4,0.5,1.79,Dropout
1,1,6,9147,1,1,121,1,3,19,4,5,116.8,0,0,0,1,1,0,20,0,0,5,14,3,12.4,0,0,5,8,5,10.83333333,0,13.9,-0.3,0.79,No dropout
1,43,4,171,1,1,117,1,19,12,9,10,109.3,0,0,0,1,1,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,9.4,-0.8,-3.12,No dropout
2,39,1,9085,1,9,133.1,1,1,1,4,4,120,1,0,0,0,1,0,29,0,0,5,12,0,0,4,0,5,8,0,0,1,9.4,-0.8,-3.12,Dropout
1,1,2,9500,1,1,149,1,3,1,9,9,137.5,0,0,0,1,1,0,19,0,0,8,8,7,13.82857143,0,0,8,8,7,13.82857143,0,12.7,3.7,-1.7,No dropout
1,39,2,9991,0,1,172,1,19,37,9,8,150,1,0,0,1,0,1,28,0,0,5,7,5,10.6,0,0,5,6,5,10.2,0,9.4,-0.8,-3.12,No dropout
2,1,1,9238,1,1,134,1,37,37,5,5,120.4,0,0,0,1,0,0,20,0,0,6,7,6,11.5,0,0,6,6,6,11.66666667,0,7.6,2.6,0.32,No dropout
1,1,4,9070,1,1,136,1,37,37,9,8,136.7,1,0,0,1,0,0,20,0,0,6,6,4,13.5,0,0,6,8,6,13.625,0,10.8,1.4,1.74,No dropout
1,39,1,8014,0,1,133.1,1,34,5,0,1,118.5,1,0,0,1,0,0,31,0,0,6,12,0,0,0,0,6,0,0,0,0,7.6,2.6,0.32,Dropout
1,17,5,9500,1,1,141,1,12,1,5,5,133,1,0,0,1,0,0,18,0,0,7,8,7,12.5375,0,0,8,9,7,12.61428571,0,13.9,-0.3,0.79,No dropout
1,17,1,9670,1,1,141,1,1,19,8,7,128.8,1,0,0,1,0,0,19,0,0,6,6,6,14.83333333,0,0,6,8,6,13.28571429,0,8.9,1.4,3.51,No dropout
1,1,1,9147,1,1,148,1,37,38,9,8,133,1,0,0,1,0,0,18,0,0,5,10,4,12,0,0,5,9,4,12.8,0,13.9,-0.3,0.79,No dropout
1,17,1,9254,1,1,102,1,37,37,7,7,102,0,0,0,1,0,0,19,0,0,6,8,5,11.8,0,0,6,8,5,11.6,0,10.8,1.4,1.74,No dropout
1,1,1,9147,1,1,143,1,1,19,3,3,133.9,0,0,0,1,0,1,18,0,0,5,5,5,15,0,0,5,5,5,15.2,0,12.7,3.7,-1.7,No dropout
1,17,1,9085,1,1,120,1,38,19,90,90,127,0,0,0,1,0,0,19,0,0,5,7,3,12,0,0,5,7,5,13.2,0,7.6,2.6,0.32,No dropout
1,17,1,9773,1,1,121,1,38,38,9,8,120.4,1,0,0,1,0,1,18,0,0,6,6,6,12.83333333,0,0,6,7,6,12.28571429,0,15.5,2.8,-4.06,No dropout
1,1,3,9254,1,1,122,1,37,37,9,3,124.5,1,0,0,1,0,0,19,0,0,6,12,6,11.66666667,0,0,6,14,3,12,0,7.6,2.6,0.32,No dropout
1,1,4,9556,1,1,122,1,37,1,5,4,123.9,0,0,0,1,0,0,19,0,0,7,9,7,12.1625,0,0,8,8,8,13.825,0,13.9,-0.3,0.79,No dropout
1,1,2,9670,1,1,123,1,19,1,9,3,117.8,1,0,0,1,0,0,18,0,0,6,6,6,13.83333333,0,0,6,11,6,14.55555556,0,10.8,1.4,1.74,No dropout
1,1,1,9500,1,1,133,1,3,19,2,8,126.7,0,0,0,1,0,0,19,0,0,7,12,4,12.45,0,0,7,11,5,11.7,0,16.2,0.3,-0.92,No dropout
1,44,1,9670,1,39,110,1,37,1,9,4,110,0,0,0,1,0,1,20,0,2,6,9,6,12.125,0,2,6,7,6,13.57142857,0,11.1,0.6,2.02,No dropout
1,17,1,9670,1,1,155,1,1,19,4,8,134.7,1,0,0,1,0,0,20,0,0,6,8,5,13.4,0,0,6,10,4,13,0,12.7,3.7,-1.7,No dropout
1,17,1,9003,1,1,119,1,37,37,4,6,113.2,0,0,1,1,0,0,20,0,0,6,8,6,13.33333333,0,0,6,8,5,14,0,11.1,0.6,2.02,No dropout
1,39,1,9991,0,3,120,1,37,37,9,9,141,0,0,0,1,0,0,29,0,10,15,15,11,11.45454545,0,9,13,16,11,11.54545455,0,10.8,1.4,1.74,Dropout
1,17,1,9853,1,1,133.1,1,38,12,7,0,111.5,0,0,0,0,0,1,20,0,0,6,10,4,12,0,0,6,14,3,10,0,7.6,2.6,0.32,Dropout
4,39,1,9853,1,1,143,1,37,1,9,10,140,0,0,1,0,0,0,31,0,0,7,8,6,12.66666667,0,0,7,9,5,12.6,0,8.9,1.4,3.51,Dropout
